//Animationpfr description
//#ANIM NAME
//      GP-file_name xc yc Num_octants NAnimFrames StartFrame DistancePerFrame(Unit_Is_1/16_of_Pixel) LineX1 LineX2
//G MADE BY GEC
/////Francuzi pushkari
#ANIM FRNPUS4PAS
    UnitsG17\FrnPus4PA   125 150    9   1  21  0   00 00
#ANIM FRNPUS4PA
    UnitsG17\FrnPus4PA   125 150    9  44   0  0   00 00
#ANIM FRNPUS4Z                 
    UnitsG17\FrnPus4Z    125 150   16 124   0  0   00 00
#ANIM FRNPUS2Z              
    UnitsG17\FrnPus2Z    125 150   16  85  0  0   00 00
#ANIM FRNPUS3Z                         
    UnitsG17\FrnPus3Z    125 150   16  32   0  0   00 00
#ANIM FRNPUS1Z                           
    UnitsG17\FrnPus1Z    125 150   16  31   0  0   00 00
#ANIM FRNPUS1ZG                           
    UnitsG17\FrnPus1ZG    125 150   16  29   0  0   00 00
#ANIM FRNPUS1V
    UnitsG17\FrnPus1V    125 150   16  55   0  0   00 00
#ANIM FRNPUS1VS
    UnitsG17\FrnPus1V    125 150   16   1  39  0   00 00
#ANIM FRNPUS1V2
    UnitsG17\FrnPus1V    125 150  -16  55   0  0   00 00
#ANIM FRNPUS1VS2
    UnitsG17\FrnPus1V    125 150  -16   1  39  0   00 00
#ANIM FRNPUS2V
    UnitsG17\FrnPus2V    125 150   16 116   0  0   00 00
#ANIM FRNPUS2VS
    UnitsG17\FrnPus2V    125 150   16   1  71  0   00 00
#ANIM FRNPUS3V
   UnitsG17\FrnPus3V     125 150   16  43   0  0   00 00
#ANIM FRNPUS3VS
   UnitsG17\FrnPus3V     125 150   16   1  31  0   00 00
#ANIM FRNPUS4V                                                
    UnitsG17\FrnPus4V    125 150    9  20   0  0   00 00
#ANIM FRNPUSGALL
   UnitsG17\FrnPusGAll   125 150    9  22   0 70   00 00
#ANIM FRNPUSGALL1
   UnitsG17\FrnPusGAll   125 150    9  22   0 110   00 00
#ANIM FRNPUSGALLS
    UnitsG17\FrnPusGAll  125 150    9  22   0  0   00 00
#ANIM FRNPUS1B	
    UnitsG17\FrnPus1B    125 150   16  40   0 12   00 00
#ANIM FRNPUS3BG
    UnitsG17\FrnPus3B    125 150    9  40 104  0   00 00
#ANIM FRNPUS3B	
    UnitsG17\FrnPus3B    125 150    9  40 107  0   00 00
#ANIM FRNPUS1C
    UnitsG17\FrnPus1C    125 150    9  51   0  0   00 00
#ANIM FRNPUS2ANPG
    UnitsG17\FrnPus2AnPG 125 150   16 250   0  0   00 00
#ANIM FRNPUS2C
    UnitsG17\FrnPus2C    125 150    9 51   0  0   00 00
#ANIM FRNPUS2PG
    UnitsG17\FrnPus2PG   125 150   16 184   0  0   00 00
/#ANIM FRNPUS3B
/    UnitsG17\FrnPus3B   125 150    9 244   0  0   00 00
#ANIM FRNPUS3C
    UnitsG17\FrnPus3C    125 150    9  41   0  0   00 00
#ANIM FRNPUS3C2
    UnitsG17\FrnPus3C2   125 150    9 101   0  0   00 00
#ANIM FRNPUS3CKOL
    UnitsG17\FrnPus3CKol 125 150    9  60   0  0   00 00
#ANIM FRNPUS4ANPG
    UnitsG17\FrnPus4AnPG 125 150   16 200   0  0   00 00
#ANIM FRNPUS4C
    UnitsG17\FrnPus4C    125 150    9  41   0  0   00 00
#ANIM FRNPUS4C2
    UnitsG17\FrnPus4C2   125 150    9 151   0  0   00 00
#ANIM FRNPUS4PG
    UnitsG17\FrnPus4PG   125 150   16 124   0  0   00 00
#ANIM FRNPUS4PG2
    UnitsG17\FrnPus4PG   125 150  -16 124   0  0   00 00
#ANIM FRNPUSCALL
    UnitsG17\FrnPus1C    125 150    9   1   0  0   00 00
#ANIM FRNPUSC5
    UnitsG17\FrnPusCAll  125 150    9  81   0  0   00 00
#ANIM FRNPUS3K1
    UnitsG17\FrnPus3KKol  125 125  16  31   0  0   00 00
#ANIM FRNPUS3K2
    UnitsG17\FrnPus3KKol  125 125 -16  31   0  0   00 00
#ANIM FRNPUSVSC
    UnitsG17\FrnPusVsadG  125 125  65   1   0  0   00 00
#ANIM FRNPUSVSG
    UnitsG17\FrnPusVsadG  125 125  65  15   0 60   00 00
/////Egiptyane pushkari
#ANIM EGPPUS4PAS
    UnitsG17\EgpPus4PA   125 150    9   1  21  0   00 00
#ANIM EGPPUS4PA
    UnitsG17\EgpPus4PA   125 150    9  44   0  0   00 00
#ANIM EGPPUS4Z                 
    UnitsG17\EgpPus4Z    125 150   16 124   0  0   00 00
#ANIM EGPPUS2Z              
    UnitsG17\EgpPus2Z    125 150   16  85  0  0   00 00
#ANIM EGPPUS3Z                         
    UnitsG17\EgpPus3Z    125 150   16  32   0  0   00 00
#ANIM EGPPUS1Z                           
    UnitsG17\EgpPus1Z    125 150   16  31   0  0   00 00
#ANIM EGPPUS1ZG                           
    UnitsG17\EgpPus1ZG    125 150   16  29   0  0   00 00
#ANIM EGPPUS1V
    UnitsG17\EgpPus1V    125 150   16  55   0  0   00 00
#ANIM EGPPUS1VS
    UnitsG17\EgpPus1V    125 150   16   1  39  0   00 00
#ANIM EGPPUS1V2
    UnitsG17\EgpPus1V    125 150  -16  55   0  0   00 00
#ANIM EGPPUS1VS2
    UnitsG17\EgpPus1V    125 150  -16   1  39  0   00 00
#ANIM EGPPUS2V
    UnitsG17\EgpPus2V    125 150   16 116   0  0   00 00
#ANIM EGPPUS2VS
    UnitsG17\EgpPus2V    125 150   16   1  71  0   00 00
#ANIM EGPPUS3V
   UnitsG17\EgpPus3V     125 150   16  43   0  0   00 00
#ANIM EGPPUS3VS
   UnitsG17\EgpPus3V     125 150   16   1  31  0   00 00
#ANIM EGPPUS4V                                                
    UnitsG17\EgpPus4V    125 150    9  20   0  0   00 00
#ANIM EGPPUSGALL
   UnitsG17\EgpPusGAll   125 150    9  22   0 70   00 00
#ANIM EGPPUSGALL1
   UnitsG17\EgpPusGAll   125 150    9  22   0 110   00 00
#ANIM EGPPUSGALLS
    UnitsG17\EgpPusGAll  125 150    9  22   0  0   00 00
#ANIM EGPPUS1B	
    UnitsG17\EgpPus1B    125 150   16  40   0 12   00 00
#ANIM EGPPUS3BG
    UnitsG17\EgpPus3B    125 150    9  40 104  0   00 00
#ANIM EGPPUS3B	
    UnitsG17\EgpPus3B    125 150    9  40 107  0   00 00
#ANIM EGPPUS1C
    UnitsG17\EgpPus1C    125 150    9  51   0  0   00 00
#ANIM EGPPUS2ANPG
    UnitsG17\EgpPus2AnPG 125 150   16 250   0  0   00 00
#ANIM EGPPUS2C
    UnitsG17\EgpPus2C    125 150    9 51   0  0   00 00
#ANIM EGPPUS2PG
    UnitsG17\EgpPus2PG   125 150   16 184   0  0   00 00
/#ANIM EGPPUS3B
/    UnitsG17\EgpPus3B   125 150    9 244   0  0   00 00
#ANIM EGPPUS3C
    UnitsG17\EgpPus3C    125 150    9  41   0  0   00 00
#ANIM EGPPUS3C2
    UnitsG17\EgpPus3C2   125 150    9 101   0  0   00 00
#ANIM EGPPUS3CKOL
    UnitsG17\EgpPus3CKol 125 150    9  60   0  0   00 00
#ANIM EGPPUS4ANPG
    UnitsG17\EgpPus4AnPG 125 150   16 200   0  0   00 00
#ANIM EGPPUS4C
    UnitsG17\EgpPus4C    125 150    9  41   0  0   00 00
#ANIM EGPPUS4C2
    UnitsG17\EgpPus4C2   125 150    9 151   0  0   00 00
#ANIM EGPPUS4PG
    UnitsG17\EgpPus4PG   125 150   16 124   0  0   00 00
#ANIM EGPPUS4PG2
    UnitsG17\EgpPus4PG   125 150  -16 124   0  0   00 00
#ANIM EGPPUSCALL
    UnitsG17\EgpPus1C    125 150    9   1   0  0   00 00
#ANIM EGPPUSC5
    UnitsG17\EgpPusCAll  125 150    9  81   0  0   00 00
#ANIM EGPPUS3K1
    UnitsG17\EgpPus3KKol  125 150  16  31   0  0   00 00
#ANIM EGPPUS3K2
    UnitsG17\EgpPus3KKol  125 150 -16  31   0  0   00 00
#ANIM EGPPUSVSC
    UnitsG17\FrnPusVsadG  125 125  65   1   0  0   00 00
#ANIM EGPPUSVSG
    UnitsG17\FrnPusVsadG  125 125  65  15   0 60   00 00
/////Russkie pushkari
#ANIM RUSPUS4PAS
    UnitsG17\RusPus4PA   125 150    9   1  21  0   00 00
#ANIM RUSPUS4PA
    UnitsG17\RusPus4PA   125 150    9  44   0  0   00 00
#ANIM RUSPUS4Z                 
    UnitsG17\RusPus4Z    125 150   16 124   0  0   00 00
#ANIM RUSPUS2Z              
    UnitsG17\RusPus2Z    125 150   16  85  0  0   00 00
#ANIM RUSPUS3Z                         
    UnitsG17\RusPus3Z    125 150   16  32   0  0   00 00
#ANIM RUSPUS1Z                           
    UnitsG17\RusPus1Z    125 150   16  31   0  0   00 00
#ANIM RUSPUS1ZG                           
    UnitsG17\RusPus1ZG    125 150   16  29   0  0   00 00
#ANIM RUSPUS1V
    UnitsG17\RusPus1V    125 150   16  55   0  0   00 00
#ANIM RUSPUS1VS
    UnitsG17\RusPus1V    125 150   16   1  39  0   00 00
#ANIM RUSPUS1V2
    UnitsG17\RusPus1V    125 150  -16  55   0  0   00 00
#ANIM RUSPUS1VS2
    UnitsG17\RusPus1V    125 150  -16   1  39  0   00 00
#ANIM RUSPUS2V
    UnitsG17\RusPus2V    125 150   16 116   0  0   00 00
#ANIM RUSPUS2VS
