//Animation description
//#ANIM NAME
//      GP-file_name xc yc Num_octants NAnimFrames StartFrame DistancePerFrame(Unit_Is_1/16_of_Pixel) LineX1 LineX2
//G MADE BY GEC
/////Francuzi pushkari
#ANIM FRNPUS4PAS
    ComplexObjects\FrnPus4PA   125 150    9   1  21  0   00 00
#ANIM FRNPUS4PA
    ComplexObjects\FrnPus4PA   125 150    9  44   0  0   00 00
#ANIM FRNPUS4Z                 
    ComplexObjects\FrnPus4Z    125 150   16 124   0  0   00 00
#ANIM FRNPUS2Z              
    ComplexObjects\FrnPus2Z    125 150   16  85  0  0   00 00
#ANIM FRNPUS3Z                         
    ComplexObjects\FrnPus3Z    125 150   16  32   0  0   00 00
#ANIM FRNPUS1Z                           
    ComplexObjects\FrnPus1Z    125 150   16  31   0  0   00 00
#ANIM FRNPUS1ZG                           
    ComplexObjects\FrnPus1ZG    125 150   16  29   0  0   00 00
#ANIM FRNPUS1V
    ComplexObjects\FrnPus1V    125 150   16  55   0  0   00 00
#ANIM FRNPUS1VS
    ComplexObjects\FrnPus1V    125 150   16   1  39  0   00 00
#ANIM FRNPUS1V2
    ComplexObjects\FrnPus1V    125 150  -16  55   0  0   00 00
#ANIM FRNPUS1VS2
    ComplexObjects\FrnPus1V    125 150  -16   1  39  0   00 00
#ANIM FRNPUS2V
    ComplexObjects\FrnPus2V    125 150   16 116   0  0   00 00
#ANIM FRNPUS2VS
    ComplexObjects\FrnPus2V    125 150   16   1  71  0   00 00
#ANIM FRNPUS3V
   ComplexObjects\FrnPus3V     125 150   16  43   0  0   00 00
#ANIM FRNPUS3VS
   ComplexObjects\FrnPus3V     125 150   16   1  31  0   00 00
#ANIM FRNPUS4V                                                
    ComplexObjects\FrnPus4V    125 150    9  20   0  0   00 00
#ANIM FRNPUSGALL
   ComplexObjects\FrnPusGAll   125 150    9  22   0 70   00 00
#ANIM FRNPUSGALLS
    ComplexObjects\FrnPusGAll  125 150    9  22   0  0   00 00
#ANIM FRNPUS1B	
    ComplexObjects\FrnPus1B    125 150   16  40   0 12   00 00
#ANIM FRNPUS3BG
    ComplexObjects\FrnPus3B    125 150    9  40 104  0   00 00
#ANIM FRNPUS3B	
    ComplexObjects\FrnPus3B    125 150    9  40 107  0   00 00
#ANIM FRNPUS1C
    ComplexObjects\FrnPus1C    125 150    9  51   0  0   00 00
#ANIM FRNPUS2ANPG
    ComplexObjects\FrnPus2AnPG 125 150   16 250   0  0   00 00
#ANIM FRNPUS2C
    ComplexObjects\FrnPus2C    125 150    9 51   0  0   00 00
#ANIM FRNPUS2PG
    ComplexObjects\FrnPus2PG   125 150   16 184   0  0   00 00
/#ANIM FRNPUS3B
/    ComplexObjects\FrnPus3B   125 150    9 244   0  0   00 00
#ANIM FRNPUS3C
    ComplexObjects\FrnPus3C    125 150    9  41   0  0   00 00
#ANIM FRNPUS3C2
    ComplexObjects\FrnPus3C2   125 150    9 101   0  0   00 00
#ANIM FRNPUS3CKOL
    ComplexObjects\FrnPus3CKol 125 150    9  60   0  0   00 00
#ANIM FRNPUS4ANPG
    ComplexObjects\FrnPus4AnPG 125 150   16 200   0  0   00 00
#ANIM FRNPUS4C
    ComplexObjects\FrnPus4C    125 150    9  41   0  0   00 00
#ANIM FRNPUS4C2
    ComplexObjects\FrnPus4C2   125 150    9 151   0  0   00 00
#ANIM FRNPUS4PG
    ComplexObjects\FrnPus4PG   125 150   16 124   0  0   00 00
#ANIM FRNPUS4PG2
    ComplexObjects\FrnPus4PG   125 150  -16 124   0  0   00 00
#ANIM FRNPUSCALL
    ComplexObjects\FrnPus1C    125 150    9   1   0  0   00 00
#ANIM FRNPUSC5
    ComplexObjects\FrnPusCAll  125 150    9  81   0  0   00 00
#ANIM FRNPUS3K1
    ComplexObjects\FrnPus3KKol  125 125  16  31   0  0   00 00
#ANIM FRNPUS3K2
    ComplexObjects\FrnPus3KKol  125 125 -16  31   0  0   00 00
#ANIM FRNPUSVSC
    ComplexObjects\FrnPusVsadG  125 125  65   1   0  0   00 00
#ANIM FRNPUSVSG
    ComplexObjects\FrnPusVsadG  125 125  65  15   0 60   00 00
#ANIM FRNPUSVSH
    ComplexObjects\FrnPusVsadH  125 125   9  15   0  0   00 00
/////Egiptyane pushkari
#ANIM EGPPUS4PAS
    ComplexObjects\EgpPus4PA   125 150    9   1  21  0   00 00
#ANIM EGPPUS4PA
    ComplexObjects\EgpPus4PA   125 150    9  44   0  0   00 00
#ANIM EGPPUS4Z                 
    ComplexObjects\EgpPus4Z    125 150   16 124   0  0   00 00
#ANIM EGPPUS2Z              
    ComplexObjects\EgpPus2Z    125 150   16  85  0  0   00 00
#ANIM EGPPUS3Z                         
    ComplexObjects\EgpPus3Z    125 150   16  32   0  0   00 00
#ANIM EGPPUS1Z                           
    ComplexObjects\EgpPus1Z    125 150   16  31   0  0   00 00
#ANIM EGPPUS1ZG                           
    ComplexObjects\EgpPus1ZG    125 150   16  29   0  0   00 00
#ANIM EGPPUS1V
    ComplexObjects\EgpPus1V    125 150   16  55   0  0   00 00
#ANIM EGPPUS1VS
    ComplexObjects\EgpPus1V    125 150   16   1  39  0   00 00
#ANIM EGPPUS1V2
    ComplexObjects\EgpPus1V    125 150  -16  55   0  0   00 00
#ANIM EGPPUS1VS2
    ComplexObjects\EgpPus1V    125 150  -16   1  39  0   00 00
