#ROAD1 road6.tga   256 256 0 0 0 160 100 200 8    192  0   128 128 128
$PREVIEW Roads\RoadsG 0
#ROAD1 road7.tga   256 256 0 0 0 255 128 200 9   128  50   128 128 128
$PREVIEW Roads\RoadsG 1
#ROAD2 doroga2.tga 256 256 0 0 0 120 120 100 9  128  50   128 128 128
$EX 10 60 60 128 22
$PREVIEW Roads\RoadsG 2
#ROAD2 doroga3.tga 256 256 0 0 0 192 192 100 9   128  50   128 128 128
$EX 10 90 90 160 22
$PREVIEW Roads\RoadsG 4
#ROAD2 doroga4.tga 256 256 0 0 0 256 100 120 9   128  50  128 128 128
$PREVIEW Roads\RoadsG 3
#ROAD4 doroga5.tga 256 256 0 0 0 256 140 140 9   128  80  128 128 128
$BUMP RoadGorodBump.bmp 0 0 0 0
$PREVIEW Roads\RoadsG 7
#ROAD3 doroga6.tga 256 256 0 0 0 256 100 140 9   128  50  128 128 128
$PREVIEW Roads\RoadsW 0
#ROAD4 doroga7.tga 256 256 0 0 0 256 100 140 9   128  50  128 128 128
$PREVIEW Roads\RoadsG 6
#ROAD3 reka.tga    256 256 0 0 0 250 300 40 9   128 50  128 128 128
$PREVIEW Roads\RoadsW 1
#ROAD1 tropinka.tga 256 256 0 0 0 256 100 100 9   128  50  128 128 128
$PREVIEW Roads\RoadsG 8
#ROAD3 tropinkasneg.tga 256 256 0 0 0 256 100 100 9   128  50  128 128 128
$PREVIEW Roads\RoadsW 2
#ROAD4 roadGOROD.tga 128 128 0 0 0 120 120 100 9  128  50   128 128 128
$BUMP RoadGorodBump.bmp 0 0 0 0
$PREVIEW Roads\RoadsG 5
#ROAD5 road6.tga   256 256 0 0 0 160 100 200 8    192  0   128 128 128
$PREVIEW Roads\RoadsG 0
#ROAD5 road7.tga   256 256 0 0 0 255 128 200 9   128  50   128 128 128
$PREVIEW Roads\RoadsG 1
#ROAD5 doroga2.tga 256 256 0 0 0 120 120 100 9  128  50   128 128 128
$PREVIEW Roads\RoadsG 2
#ROAD5 doroga3.tga 256 256 0 0 0 192 192 100 9   128  50   128 128 128
$PREVIEW Roads\RoadsG 3
#ROAD5 doroga4.tga 256 256 0 0 0 256 100 120 9   128  50  128 128 128
$PREVIEW Roads\RoadsG 4
#ROAD5 doroga5.tga 256 256 0 0 0 256 140 140 9   128  80  128 128 128
$PREVIEW Roads\RoadsG 5
#ROAD5 doroga6.tga 256 256 0 0 0 256 100 140 9   128  50  128 128 128
$PREVIEW Roads\RoadsW 0
#ROAD5 doroga7.tga 256 256 0 0 0 256 100 140 9   128  50  128 128 128
$PREVIEW Roads\RoadsW 1
#ROAD5 reka.tga    256 256 0 0 0 250 300 40 9   128 50  128 128 128
$PREVIEW Roads\RoadsW 2
#ROAD5 tropinka.tga 256 256 0 0 0 256 100 100 9   128  50  128 128 128
$PREVIEW Roads\RoadsG 6
#ROAD5 tropinkasneg.tga 256 256 0 0 0 256 100 100 9   128  50  128 128 128
$PREVIEW Roads\RoadsW 3
#ROAD5 roadGOROD.tga 128 128 0 0 0 120 120 100 9  128  50   128 128 128
$PREVIEW Roads\RoadsG 2
$BUMP RoadGorodBump.bmp 0 0 0 0
